Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Distance
G8,2575,BLR,3131,BOM,2997,,0,320,834.1626560161058
G8,2575,BLR,3131,DEL,3093,,0,320,1710.0490531083103
G8,2575,BLR,3131,GOI,3007,,0,320,482.93490601884986
G8,2575,BLR,3131,PNQ,3017,,0,320,722.6867080616067
G8,2575,BOM,2997,AMD,2994,,0,320,444.1601230984433
G8,2575,BOM,2997,BLR,3131,,0,320,834.1626560161058
G8,2575,BOM,2997,COK,3136,,0,320,1063.8121532621853
G8,2575,BOM,2997,DEL,3093,,0,320,1138.2301214058295
G8,2575,BOM,2997,GOI,3007,,0,320,424.802054857901
G8,2575,BOM,2997,IXC,3089,,0,320,1347.1843542076022
G8,2575,BOM,2997,JAI,3098,,0,320,911.3284918417359
G8,2575,BOM,2997,LKO,3105,,0,320,1183.5833176033404
G8,2575,BOM,2997,MAA,3144,,0,320,1033.4048097267857
G8,2575,BOM,2997,NAG,3015,,0,320,682.5927828012436
G8,2575,BOM,2997,PAT,3061,,0,320,1448.7916928956397
G8,2575,BOM,2997,SXR,3112,,0,320,1667.338474502262
G8,2575,CCU,3043,AMD,2994,,0,320,1619.9425215464184
G8,2575,CCU,3043,DEL,3093,,0,320,1312.6803602344014
G8,2575,CCU,3043,GAU,6173,,0,320,498.31197722930744
G8,2575,CCU,3043,IXB,3040,,0,320,447.8853638170243
G8,2575,CCU,3043,IXZ,3146,,0,320,1306.1476031806908
G8,2575,CCU,3043,NAG,3015,,0,320,985.1784826810293
G8,2575,CCU,3043,PAT,3061,,0,320,471.97604657308807
G8,2575,COK,3136,BOM,2997,,0,320,1063.8121532621853
G8,2575,DEL,3093,AMD,2994,,0,320,756.5200189888296
G8,2575,DEL,3093,BLR,3131,,0,320,1710.0490531083103
G8,2575,DEL,3093,BOM,2997,,0,320,1138.2301214058295
G8,2575,DEL,3093,CCU,3043,,0,320,1312.6803602344014
G8,2575,DEL,3093,GAU,6173,,0,320,1455.51056516763
G8,2575,DEL,3093,GOI,3007,,0,320,1504.2462866263768
G8,2575,DEL,3093,IXB,3040,,0,320,1125.1637799461362
G8,2575,DEL,3093,IXJ,3100,,0,320,507.045942237484
G8,2575,DEL,3093,IXL,3104,,0,320,620.7161764150958
G8,2575,DEL,3093,IXR,3063,,0,320,1007.666077106875
G8,2575,DEL,3093,LKO,3105,,0,320,423.47497299827694
G8,2575,DEL,3093,NAG,3015,,0,320,853.8940665650639
G8,2575,DEL,3093,PAT,3061,,0,320,856.7126348694093
G8,2575,DEL,3093,PNQ,3017,,0,320,1156.465259430529
G8,2575,DEL,3093,SXR,3112,,0,320,642.0327376033455
G8,2575,GAU,6173,CCU,3043,,0,320,498.31197722930744
G8,2575,GAU,6173,DEL,3093,,0,320,1455.51056516763
G8,2575,GOI,3007,BLR,3131,,0,320,482.93490601884986
G8,2575,GOI,3007,BOM,2997,,0,320,424.802054857901
G8,2575,GOI,3007,DEL,3093,,0,320,1504.2462866263768
G8,2575,IXB,3040,CCU,3043,,0,320,447.8853638170243
G8,2575,IXB,3040,DEL,3093,,0,320,1125.1637799461362
G8,2575,IXC,3089,BOM,2997,,0,320,1347.1843542076022
G8,2575,IXJ,3100,BOM,2997,,0,320,1524.9727545515873
G8,2575,IXJ,3100,DEL,3093,,0,320,507.045942237484
G8,2575,IXJ,3100,SXR,3112,,0,320,144.45040995483964
G8,2575,IXL,3104,DEL,3093,,0,320,620.7161764150958
G8,2575,IXR,3063,BOM,2997,,0,320,1373.1978582185122
G8,2575,IXR,3063,DEL,3093,,0,320,1007.666077106875
G8,2575,IXZ,3146,CCU,3043,,0,320,1306.1476031806908
G8,2575,IXZ,3146,MAA,3144,,0,320,1372.5703576389305
G8,2575,JAI,3098,BOM,2997,,0,320,911.3284918417359
G8,2575,LKO,3105,BOM,2997,,0,320,1183.5833176033404
G8,2575,LKO,3105,DEL,3093,,0,320,423.47497299827694
G8,2575,MAA,3144,BOM,2997,,0,320,1033.4048097267857
G8,2575,MAA,3144,IXZ,3146,,0,320,1372.5703576389305
G8,2575,MAA,3144,PNQ,3017,,0,320,912.8832084470758
G8,2575,NAG,3015,BOM,2997,,0,320,682.5927828012436
G8,2575,NAG,3015,CCU,3043,,0,320,985.1784826810293
G8,2575,NAG,3015,DEL,3093,,0,320,853.8940665650639
G8,2575,NAG,3015,PNQ,3017,,0,320,604.5292091325891
G8,2575,PAT,3061,CCU,3043,,0,320,471.97604657308807
G8,2575,PAT,3061,DEL,3093,,0,320,856.7126348694093
G8,2575,PAT,3061,IXR,3063,,0,320,254.2931296334153
G8,2575,PNQ,3017,BLR,3131,,0,320,722.6867080616067
G8,2575,PNQ,3017,DEL,3093,,0,320,1156.465259430529
G8,2575,PNQ,3017,MAA,3144,,0,320,912.8832084470758
G8,2575,PNQ,3017,NAG,3015,,0,320,604.5292091325891
G8,2575,SXR,3112,DEL,3093,,0,320,642.0327376033455
G8,2575,SXR,3112,IXJ,3100,,0,320,144.45040995483964
G9,329,AHB,2059,SHJ,2191,,0,320,1542.7903691966055
G9,329,ALA,2908,SHJ,2191,,0,320,2798.0427867611047
G9,329,AMD,2994,SHJ,2191,,0,320,1752.7678482415276
G9,329,AMM,2170,SHJ,2191,,0,320,2031.875599401121
G9,329,ATZ,5691,SHJ,2191,,0,320,2448.78037549074
G9,329,BAH,2057,SHJ,2191,,0,320,499.96579588604243
G9,329,BEY,2177,SHJ,2191,,0,320,2149.534911499141
G9,329,BGW,4130,SHJ,2191,,0,320,1403.828157386589
G9,329,BLR,3131,SHJ,2191,,0,320,2684.9995332747226
G9,329,BOM,2997,SHJ,2191,,0,320,1914.0564059579951
G9,329,BSR,2234,SHJ,2191,,0,320,965.1132878232431
G9,329,CAI,1128,SHJ,2191,,0,320,2427.3922241594064
G9,329,CCJ,3137,SHJ,2191,,0,320,2666.987696774637
G9,329,CGP,3069,SHJ,2191,,0,320,3697.8189857700027
G9,329,CIT,2914,SHJ,2191,,0,320,2284.5724794066687
G9,329,CJB,3135,SHJ,2191,,0,320,2767.279875466444
G9,329,CMB,3024,SHJ,2191,,0,320,3280.0293235743256
G9,329,COK,3136,SHJ,2191,,0,320,2774.4263642210262
G9,329,DAC,3076,SHJ,2191,,0,320,3520.9030997372965
G9,329,DEL,3093,SHJ,2191,,0,320,2166.617948013425
G9,329,DME,4029,SHJ,2191,,0,320,3638.849909085271
G9,329,DMM,2064,SHJ,2191,,0,320,585.958942623648
G9,329,DOH,11051,SHJ,2191,,0,320,393.01581520383115
G9,329,DOK,2940,SHJ,2191,,0,320,2968.5549647721214
G9,329,EBL,3989,SHJ,2191,,0,320,1637.3667104711915
G9,329,ELQ,2067,SHJ,2191,,0,320,1179.9936902886438
G9,329,EVN,3964,SHJ,2191,,0,320,1944.8840534470944
G9,329,GOI,3007,SHJ,2191,,0,320,2202.760841392164
G9,329,HAS,2069,SHJ,2191,,0,320,1396.7722693002825
G9,329,HBE,3410,SHJ,2191,,0,320,2600.7989146633936
G9,329,HMB,8235,SHJ,2191,,0,320,2378.696524796397
G9,329,HOF,2060,SHJ,2191,,0,320,606.3265551932852
G9,329,HRK,6105,SHJ,2191,,0,320,3195.815203567035
G9,329,HYD,\N,SHJ,2191,,0,320,
G9,329,IKA,4330,SHJ,2191,,0,320,1196.9021466325526
G9,329,JAI,3098,SHJ,2191,,0,320,2031.6395740037042
G9,329,JED,2072,SHJ,2191,,0,320,1715.6090156071912
G9,329,KBP,2939,SHJ,2191,,0,320,3489.226498344634
G9,329,KHI,2206,SHJ,2191,,0,320,1172.8501138693011
G9,329,KRT,1175,SHJ,2191,,0,320,2620.549713190143
G9,329,KTM,3125,SHJ,2191,,0,320,2973.7830226597025
G9,329,KWI,2176,SHJ,2191,,0,320,862.4518623944394
G9,329,KZN,2990,SHJ,2191,,0,320,3404.727430563762
G9,329,LRR,5934,SHJ,2191,,0,320,284.22534029949594
G9,329,MAA,3144,SHJ,2191,,0,320,2922.3770947300077
G9,329,MCT,2194,SHJ,2191,,0,320,340.09576914884286
G9,329,MED,2074,SHJ,2191,,0,320,1595.6622565031485
G9,329,MHD,4331,SHJ,2191,,0,320,1274.7509188066156
G9,329,NAG,3015,SHJ,2191,,0,320,2446.9099036558287
G9,329,NBO,4059,SHJ,2191,,0,320,3575.1863753640832
G9,329,NJF,7490,SHJ,2191,,0,320,1311.8661384475256
G9,329,ODS,2947,SHJ,2191,,0,320,3215.4034477896444
G9,329,PEW,2219,SHJ,2191,,0,320,1817.9379837089932
G9,329,ROV,2964,SHJ,2191,,0,320,2820.0649318212318
G9,329,RUH,2082,SHJ,2191,,0,320,888.4499818659497
G9,329,SAW,4317,SHJ,2191,,0,320,2973.213338938352
G9,329,SHJ,2191,AHB,2059,,0,320,1542.7903691966055
G9,329,SHJ,2191,ALA,2908,,0,320,2798.0427867611047
G9,329,SHJ,2191,AMD,2994,,0,320,1752.7678482415276
G9,329,SHJ,2191,AMM,2170,,0,320,2031.875599401121
G9,329,SHJ,2191,ATZ,5691,,0,320,2448.78037549074
G9,329,SHJ,2191,BAH,2057,,0,320,499.96579588604243
G9,329,SHJ,2191,BEY,2177,,0,320,2149.534911499141
G9,329,SHJ,2191,BGW,4130,,0,320,1403.828157386589
G9,329,SHJ,2191,BLR,3131,,0,320,2684.9995332747226
G9,329,SHJ,2191,BOM,2997,,0,320,1914.0564059579951
G9,329,SHJ,2191,BSR,2234,,0,320,965.1132878232431
G9,329,SHJ,2191,CAI,1128,,0,320,2427.3922241594064
G9,329,SHJ,2191,CCJ,3137,,0,320,2666.987696774637
G9,329,SHJ,2191,CGP,3069,,0,320,3697.8189857700027
G9,329,SHJ,2191,CIT,2914,,0,320,2284.5724794066687
G9,329,SHJ,2191,CJB,3135,,0,320,2767.279875466444
G9,329,SHJ,2191,CMB,3024,,0,320,3280.0293235743256
G9,329,SHJ,2191,COK,3136,,0,320,2774.4263642210262
G9,329,SHJ,2191,DAC,3076,,0,320,3520.9030997372965
G9,329,SHJ,2191,DEL,3093,,0,320,2166.617948013425
G9,329,SHJ,2191,DME,4029,,0,320,3638.849909085271
G9,329,SHJ,2191,DMM,2064,,0,320,585.958942623648
G9,329,SHJ,2191,DOH,11051,,0,320,393.01581520383115
G9,329,SHJ,2191,DOK,2940,,0,320,2968.5549647721214
G9,329,SHJ,2191,EBL,3989,,0,320,1637.3667104711915
G9,329,SHJ,2191,ELQ,2067,,0,320,1179.9936902886438
G9,329,SHJ,2191,EVN,3964,,0,320,1944.8840534470944
G9,329,SHJ,2191,GOI,3007,,0,320,2202.760841392164
G9,329,SHJ,2191,HAS,2069,,0,320,1396.7722693002825
G9,329,SHJ,2191,HBE,3410,,0,320,2600.7989146633936
G9,329,SHJ,2191,HMB,8235,,0,320,2378.696524796397
G9,329,SHJ,2191,HOF,2060,,0,320,606.3265551932852
G9,329,SHJ,2191,HRK,6105,,0,320,3195.815203567035
G9,329,SHJ,2191,HYD,\N,,0,320,
G9,329,SHJ,2191,IKA,4330,,0,320,1196.9021466325526
G9,329,SHJ,2191,JAI,3098,,0,320,2031.6395740037042
G9,329,SHJ,2191,JED,2072,,0,320,1715.6090156071912
G9,329,SHJ,2191,KBP,2939,,0,320,3489.226498344634
G9,329,SHJ,2191,KHI,2206,,0,320,1172.8501138693011
G9,329,SHJ,2191,KRT,1175,,0,320,2620.549713190143
G9,329,SHJ,2191,KTM,3125,,0,320,2973.7830226597025
G9,329,SHJ,2191,KWI,2176,,0,320,862.4518623944394
G9,329,SHJ,2191,KZN,2990,,0,320,3404.727430563762
G9,329,SHJ,2191,LRR,5934,,0,320,284.22534029949594
G9,329,SHJ,2191,MAA,3144,,0,320,2922.3770947300077
G9,329,SHJ,2191,MCT,2194,,0,320,340.09576914884286
G9,329,SHJ,2191,MED,2074,,0,320,1595.6622565031485
G9,329,SHJ,2191,MHD,4331,,0,320,1274.7509188066156
G9,329,SHJ,2191,NAG,3015,,0,320,2446.9099036558287
G9,329,SHJ,2191,NBO,4059,,0,320,3575.1863753640832
G9,329,SHJ,2191,NJF,7490,,0,320,1311.8661384475256
G9,329,SHJ,2191,ODS,2947,,0,320,3215.4034477896444
G9,329,SHJ,2191,PEW,2219,,0,320,1817.9379837089932
G9,329,SHJ,2191,ROV,2964,,0,320,2820.0649318212318
G9,329,SHJ,2191,RUH,2082,,0,320,888.4499818659497
G9,329,SHJ,2191,SAW,4317,,0,320,2973.213338938352
G9,329,SHJ,2191,SKT,6776,,0,320,1997.6167995481417
G9,329,SHJ,2191,SLL,2195,,0,320,933.5451240010838
G9,329,SHJ,2191,SVX,2975,,0,320,3518.80965963526
G9,329,SHJ,2191,SYZ,2157,,0,320,550.0940790229901
G9,329,SHJ,2191,TIF,2090,,0,320,1585.608866911862
G9,329,SHJ,2191,TRV,3153,,0,320,2939.5332213084794
G9,329,SHJ,2191,TSE,2910,,0,320,3163.4298231324774
G9,329,SHJ,2191,UFA,2992,,0,320,3250.2381754101443
G9,329,SHJ,2191,YNB,2096,,0,320,1766.356299679627
G9,329,SKT,6776,SHJ,2191,,0,320,1997.6167995481417
G9,329,SLL,2195,SHJ,2191,,0,320,933.5451240010838
G9,329,SVX,2975,SHJ,2191,,0,320,3518.80965963526
G9,329,SYZ,2157,SHJ,2191,,0,320,550.0940790229901
G9,329,TIF,2090,SHJ,2191,,0,320,1585.608866911862
G9,329,TRV,3153,SHJ,2191,,0,320,2939.5332213084794
G9,329,TSE,2910,SHJ,2191,,0,320,3163.4298231324774
G9,329,UFA,2992,SHJ,2191,,0,320,3250.2381754101443
G9,329,YNB,2096,SHJ,2191,,0,320,1766.356299679627
GA,2520,AMQ,3256,CGK,3275,,0,738,2389.3265775338546
GA,2520,AMQ,3256,SUB,3928,,0,CRK,1741.6694050480048
GA,2520,AMQ,3256,UPG,3240,,0,738,958.099362233683
GA,2520,AMS,580,AUH,2179,,0,332,5191.564071367668
GA,2520,AUH,2179,AMS,580,,0,332,5191.564071367668
GA,2520,AUH,2179,CGK,3275,,0,332,6574.6919164711935
GA,2520,BDJ,3908,CGK,3275,,0,738,946.4839159293224
GA,2520,BDJ,3908,SUB,3928,,0,CRK,489.40862331714646
GA,2520,BDO,3896,DPS,3940,,0,738,861.0398646901658
GA,2520,BDO,3896,SIN,3316,Y,0,319,999.85407664969
GA,2520,BDO,3896,SUB,3928,,0,738,577.4029318191209
GA,2520,BEJ,6209,BPN,3919,,0,CRK,385.3757501921155
GA,2520,BIK,3241,DJJ,3244,,0,738,513.5728827239512
GA,2520,BIK,3241,UPG,3240,,0,738,1887.3639524816374
GA,2520,BKK,3885,CGK,3275,,0,738,2296.9684420717913
GA,2520,BKS,3288,CGK,3275,,0,CRK 735,540.2834217392622
GA,2520,BMU,3924,DPS,3940,,0,AT7,387.65241436011644
GA,2520,BMU,3924,LOP,8401,,0,AT7,266.0706191202967
GA,2520,BNE,3320,DPS,3940,,0,738,4487.788895007531
GA,2520,BOM,2997,SIN,3316,,0,73H,3921.8161271590093
GA,2520,BPN,3919,BEJ,6209,,0,CRK,385.3757501921155
GA,2520,BPN,3919,CGK,3275,,0,738 332,1257.5832104064534
GA,2520,BPN,3919,JOG,3898,,0,CRK,1018.8783682339304
GA,2520,BPN,3919,MDC,3250,,0,CRK,946.3870095233201
GA,2520,BPN,3919,SIN,3316,,0,738,1463.542830180406
GA,2520,BPN,3919,SUB,3928,,0,738 CRK,817.9175738579373
GA,2520,BPN,3919,TRK,3920,,0,CRK,516.4197268781629
GA,2520,BPN,3919,UPG,3240,,0,738,514.882043724391
GA,2520,BTH,3903,CGK,3275,,0,738,853.5879560621443
GA,2520,BTH,3903,TKG,6223,,0,CRK,717.0433757480449
GA,2520,BTJ,3294,CGK,3275,,0,738,1798.062319496793
GA,2520,BWN,3272,CGK,3275,Y,0,319,1535.7201129365428
GA,2520,BWN,3272,SUB,3928,Y,0,320 319,1390.8072584400918
GA,2520,CAN,3370,CGK,3275,,0,332,3360.6237450480576
GA,2520,CGK,3275,AMQ,3256,,0,738,2389.3265775338546
GA,2520,CGK,3275,AUH,2179,,0,332,6574.6919164711935
GA,2520,CGK,3275,BDJ,3908,,0,738,946.4839159293224
GA,2520,CGK,3275,BKK,3885,,0,738,2296.9684420717913
GA,2520,CGK,3275,BKS,3288,,0,CRK 735,540.2834217392622
GA,2520,CGK,3275,BPN,3919,,0,738 332,1257.5832104064534
GA,2520,CGK,3275,BTH,3903,,0,738,853.5879560621443
GA,2520,CGK,3275,BTJ,3294,,0,738,1798.062319496793
GA,2520,CGK,3275,BWN,3272,Y,0,319,1535.7201129365428
GA,2520,CGK,3275,CAN,3370,,0,332,3360.6237450480576
GA,2520,CGK,3275,DJB,3287,,0,738,600.4936276481175
GA,2520,CGK,3275,DJJ,3244,,0,738,3773.953760820899
GA,2520,CGK,3275,DPS,3940,,0,738 332 777 333,982.5904881711972
GA,2520,CGK,3275,HKG,3077,,0,332 333,3259.048186806006
GA,2520,CGK,3275,HND,2359,,0,788,5783.973762934264
GA,2520,CGK,3275,ICN,3930,,0,333 332,5264.323366451558
GA,2520,CGK,3275,JED,2072,,0,777,7971.474524938491
GA,2520,CGK,3275,JOG,3898,,0,738,455.9286907796321
GA,2520,CGK,3275,KIX,3992,,0,332,5416.749101933838
GA,2520,CGK,3275,KUL,3304,,0,738,1128.9978262171892
GA,2520,CGK,3275,LOP,8401,,0,738,1100.271386345366
GA,2520,CGK,3275,MDC,3250,,0,738,2200.5859325984766
GA,2520,CGK,3275,MEL,3339,,0,332,5210.565565446881
GA,2520,CGK,3275,MLG,3894,,0,738,697.9828178367733
GA,2520,CGK,3275,MNL,2397,Y,0,319 320,2788.1426605619326
GA,2520,CGK,3275,NRT,2279,,0,763 777,5838.929558379047
GA,2520,CGK,3275,PDG,8807,,0,738,911.0707287631457
GA,2520,CGK,3275,PEK,3364,,0,333,5237.6629187671
GA,2520,CGK,3275,PER,3351,,0,738,3029.046519643222
GA,2520,CGK,3275,PGK,3905,,0,738,444.41934967100224
GA,2520,CGK,3275,PKU,3273,,0,738,933.2307291070616
GA,2520,CGK,3275,PKY,3911,,0,738,917.0125842026073
GA,2520,CGK,3275,PLM,3289,,0,738,419.2628368522134
GA,2520,CGK,3275,PLW,3249,,0,738,1580.3530565027265
GA,2520,CGK,3275,PNK,3284,,0,738 735 CRK,731.0246333477085
GA,2520,CGK,3275,PVG,3406,,0,777,4445.965056271467
GA,2520,CGK,3275,SIN,3316,,0,738 332 333,882.2377506730388
GA,2520,CGK,3275,SOC,3929,,0,738,478.44349364552477
GA,2520,CGK,3275,SRG,3901,,0,738,421.4920112667233
GA,2520,CGK,3275,SUB,3928,,0,738 332,691.205407719222
GA,2520,CGK,3275,SYD,3361,,0,332,5518.921520003282
GA,2520,CGK,3275,TJQ,3904,,0,735 CRK,395.0723870238748
GA,2520,CGK,3275,TKG,6223,,0,738,191.09426400880378
GA,2520,CGK,3275,TNJ,3906,,0,CRK,818.4296880234976
GA,2520,CGK,3275,TPE,2276,,0,738,3811.1865868927016
GA,2520,CGK,3275,TTE,3253,,0,735 CRK,2427.178317107857
GA,2520,CGK,3275,UPG,3240,,0,738 332,1432.2078872051488
GA,2520,DEL,3093,SIN,3316,,0,73H,4159.415254649664
GA,2520,DJB,3287,CGK,3275,,0,738,600.4936276481175
GA,2520,DJJ,3244,BIK,3241,,0,738,513.5728827239512
GA,2520,DJJ,3244,CGK,3275,,0,738,3773.953760820899
GA,2520,DJJ,3244,MKQ,3246,,0,738,660.9582153238881
GA,2520,DJJ,3244,MKW,3260,,0,CRK,742.7660608802596
GA,2520,DJJ,3244,TIM,3243,,0,738,457.46349946936346
GA,2520,DJJ,3244,UPG,3240,,0,738,2341.8035674079306
GA,2520,DPS,3940,BDO,3896,,0,738,861.0398646901658
GA,2520,DPS,3940,BMU,3924,,0,AT7,387.65241436011644
GA,2520,DPS,3940,BNE,3320,,0,738,4487.788895007531
GA,2520,DPS,3940,CGK,3275,,0,738 333 332 777,982.5904881711972
GA,2520,DPS,3940,HKG,3077,,0,738,3456.083618891904
GA,2520,DPS,3940,HND,2359,,0,332,5561.090460168534
GA,2520,DPS,3940,ICN,3930,,0,333 332,5271.628571625369
GA,2520,DPS,3940,JOG,3898,,0,738,531.8483583449374
GA,2520,DPS,3940,KIX,3992,,0,333,5245.973899549623
GA,2520,DPS,3940,KOE,3916,,0,738 CRK,946.0275332250658
GA,2520,DPS,3940,LBJ,3917,,0,AT7,519.9449554546228
GA,2520,DPS,3940,LOP,8401,,0,AT7 738,121.95747644148432
GA,2520,DPS,3940,MEL,3339,,0,333,4381.967715751576
GA,2520,DPS,3940,NRT,2279,,0,333,5610.6009030202995
GA,2520,DPS,3940,PER,3351,,0,738,2580.1695079188175
GA,2520,DPS,3940,PLM,3289,,0,CRK,1327.6115281017615
GA,2520,DPS,3940,SIN,3316,,0,738 772,1671.4978147647744
GA,2520,DPS,3940,SRG,3901,,0,CRK,563.5268825525787
GA,2520,DPS,3940,SUB,3928,,0,CRK 738,302.9930274743119
GA,2520,DPS,3940,SYD,3361,,0,332,4622.148955716018
GA,2520,DPS,3940,TIM,3243,,0,738,2443.6745194652162
GA,2520,DPS,3940,TMC,6204,,0,AT7,453.6611800233258
GA,2520,DPS,3940,TPE,2276,Y,0,333,3818.2512011151816
GA,2520,DPS,3940,UPG,3240,,0,CRK 738,634.4079855449019
GA,2520,ENE,3914,KOE,3916,,0,AT7,264.9634927015372
GA,2520,ENE,3914,LBJ,3917,,0,AT7,198.9165135655206
GA,2520,GTO,3247,UPG,3240,,0,738,731.8126745131226
GA,2520,HKG,3077,CGK,3275,,0,333 332,3259.048186806006
GA,2520,HKG,3077,DPS,3940,,0,738,3456.083618891904
GA,2520,HND,2359,CGK,3275,,0,788,5783.973762934264
GA,2520,HND,2359,DPS,3940,,0,332,5561.090460168534
GA,2520,ICN,3930,CGK,3275,,0,332 333,5264.323366451558
GA,2520,ICN,3930,DPS,3940,,0,333 332,5271.628571625369
GA,2520,IST,1701,SIN,3316,Y,0,333,8669.272616878641
GA,2520,JED,2072,CGK,3275,,0,777,7971.474524938491
GA,2520,JED,2072,SUB,3928,,0,744,8644.767070741684
GA,2520,JOG,3898,BPN,3919,,0,CRK,1018.8783682339304
GA,2520,JOG,3898,CGK,3275,,0,738,455.9286907796321
GA,2520,JOG,3898,DPS,3940,,0,738,531.8483583449374
GA,2520,JOG,3898,SIN,3316,,0,319,1241.8949952639796
GA,2520,JOG,3898,UPG,3240,,0,CRK,1052.4513488641187
GA,2520,KDI,3890,UPG,3240,,0,738 CRK,335.6282555518928
GA,2520,KIX,3992,CGK,3275,,0,332,5416.749101933838
GA,2520,KIX,3992,DPS,3940,,0,333,5245.973899549623
GA,2520,KOE,3916,DPS,3940,,0,738 CRK,946.0275332250658
GA,2520,KOE,3916,ENE,3914,,0,AT7,264.9634927015372
GA,2520,KOE,3916,LOP,8401,,0,CRK,826.088291833947
GA,2520,KOE,3916,TMC,6204,,0,AT7,492.4246652027594
GA,2520,KUL,3304,CGK,3275,,0,738,1128.9978262171892
GA,2520,LBJ,3917,DPS,3940,,0,AT7,519.9449554546228
GA,2520,LBJ,3917,ENE,3914,,0,AT7,198.9165135655206
GA,2520,LOP,8401,BMU,3924,,0,AT7,266.0706191202967
GA,2520,LOP,8401,CGK,3275,,0,738,1100.271386345366
GA,2520,LOP,8401,DPS,3940,,0,738 AT7,121.95747644148432
GA,2520,LOP,8401,KOE,3916,,0,CRK,826.088291833947
GA,2520,LOP,8401,SIN,3316,Y,0,319,1765.1609354883576
GA,2520,LOP,8401,SUB,3928,,0,CRK,413.58993829334025
GA,2520,LOP,8401,UPG,3240,,0,CRK,547.4550552725664
GA,2520,MAA,3144,SIN,3316,,0,73H,2925.315484280151
GA,2520,MDC,3250,BPN,3919,,0,CRK,946.3870095233201
GA,2520,MDC,3250,CGK,3275,,0,738,2200.5859325984766
GA,2520,MDC,3250,SIN,3316,Y,0,319,2326.882848583241
GA,2520,MDC,3250,TTE,3253,,0,CRK,284.3552184217922
GA,2520,MDC,3250,UPG,3240,,0,CRK,946.8106241636958
GA,2520,MEL,3339,CGK,3275,,0,332,5210.565565446881
GA,2520,MEL,3339,DPS,3940,,0,333,4381.967715751576
GA,2520,MKQ,3246,DJJ,3244,,0,738,660.9582153238881
GA,2520,MKW,3260,DJJ,3244,,0,CRK,742.7660608802596
GA,2520,MKW,3260,SOQ,3261,,0,CRK,307.08273218410335
GA,2520,MLG,3894,CGK,3275,,0,738,697.9828178367733
GA,2520,MNL,2397,CGK,3275,Y,0,319 320,2788.1426605619326
GA,2520,NRT,2279,CGK,3275,,0,777 763,5838.929558379047
GA,2520,NRT,2279,DPS,3940,,0,333,5610.6009030202995
GA,2520,PDG,8807,CGK,3275,,0,738,911.0707287631457
GA,2520,PEK,3364,CGK,3275,,0,333,5237.6629187671
GA,2520,PER,3351,CGK,3275,,0,738,3029.046519643222
GA,2520,PER,3351,DPS,3940,,0,738,2580.1695079188175
GA,2520,PGK,3905,CGK,3275,,0,738,444.41934967100224
GA,2520,PKU,3273,CGK,3275,,0,738,933.2307291070616
GA,2520,PKU,3273,SIN,3316,Y,0,319,300.15842089987825
GA,2520,PKY,3911,CGK,3275,,0,738,917.0125842026073
GA,2520,PLM,3289,CGK,3275,,0,738,419.2628368522134
GA,2520,PLM,3289,DPS,3940,,0,CRK,1327.6115281017615
GA,2520,PLM,3289,SIN,3316,Y,0,319,478.87914266455374
GA,2520,PLW,3249,CGK,3275,,0,738,1580.3530565027265
GA,2520,PLW,3249,UPG,3240,,0,738,462.3825959563991
GA,2520,PNK,3284,CGK,3275,,0,738 735 CRK,731.0246333477085
GA,2520,PVG,3406,CGK,3275,,0,777,4445.965056271467
GA,2520,SIN,3316,BDO,3896,Y,0,319,999.85407664969
GA,2520,SIN,3316,BOM,2997,,0,73H,3921.8161271590093
GA,2520,SIN,3316,BPN,3919,,0,738,1463.542830180406
GA,2520,SIN,3316,CGK,3275,,0,738 332 333,882.2377506730388
GA,2520,SIN,3316,DEL,3093,,0,73H,4159.415254649664
GA,2520,SIN,3316,DPS,3940,,0,772 738,1671.4978147647744
GA,2520,SIN,3316,IST,1701,Y,0,330,8669.272616878641
GA,2520,SIN,3316,JOG,3898,,0,319,1241.8949952639796
GA,2520,SIN,3316,LOP,8401,Y,0,319,1765.1609354883576
GA,2520,SIN,3316,MAA,3144,,0,73H,2925.315484280151
GA,2520,SIN,3316,MDC,3250,Y,0,320,2326.882848583241
GA,2520,SIN,3316,PKU,3273,Y,0,319,300.15842089987825
GA,2520,SIN,3316,PLM,3289,Y,0,319,478.87914266455374
GA,2520,SIN,3316,SOC,3929,Y,0,319 320,1238.8371969783534
GA,2520,SIN,3316,SRG,3901,,0,319,1165.2575171211877
GA,2520,SIN,3316,SUB,3928,,0,738,1376.147932597668
GA,2520,SIN,3316,TPE,2276,Y,0,333,3222.382883729604
GA,2520,SIN,3316,UPG,3240,,0,319,1869.649157524098
GA,2520,SOC,3929,CGK,3275,,0,738,478.44349364552477
GA,2520,SOC,3929,SIN,3316,Y,0,319 320,1238.8371969783534
GA,2520,SOQ,3261,MKW,3260,,0,CRK,307.08273218410335
GA,2520,SOQ,3261,UPG,3240,,0,CRK,1382.5716095024463
GA,2520,SRG,3901,CGK,3275,,0,738,421.4920112667233
GA,2520,SRG,3901,DPS,3940,,0,CRK,563.5268825525787
GA,2520,SRG,3901,SIN,3316,,0,319,1165.2575171211877
GA,2520,SRG,3901,SUB,3928,,0,CRK,269.92344539272204
GA,2520,SUB,3928,AMQ,3256,,0,CRK,1741.6694050480048
GA,2520,SUB,3928,BDJ,3908,,0,CRK,489.40862331714646
GA,2520,SUB,3928,BDO,3896,,0,738,577.4029318191209
